NHIAREGION,NHIADISTRICT,FACILITYNAME,FACILITYTYPE,OWNERSHIP,INSURANCE,DEPOSITDATE,APPLICATIONCATEGORY,STATUS,RECNUMBER,APPLICATIONDATE,END_DATE
BONO,BEREKUM,"ANYINASU CHPS COMPOUND,.",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,Renewal,Approved Credential,BABKM-0410-2020-016,6/1/2020,7/1/2023
EASTERN,BIRIM SOUTH,APPEADAM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,New Application,Reject Credential,ERBRS-0210-2020-048,6/1/2020,
BONO,BEREKUM,ZONGO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,Renewal,Approved Credential,BABKM-0404-2020-017,6/1/2020,5/31/2022
GT.ACCRA,TEMA MMHIS,TEMA POLYCLINIC,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,Renewal,Approved Credential,GATMM-0403-2020-022,5/31/2020,5/31/2022
EASTERN,EAST AKIM DMHIS,AMANFROM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,New Application,Reject Credential,ERBRS-0210-2020-051,6/1/2020,5/31/2021
EASTERN,BIRIM SOUTH,ASIBIRIM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/1/2020,New Application,Approved Credential,ERBRS-0210-2020-049,6/1/2020,6/30/2026
GT.ACCRA,GA WEST,MINI CLINIC,Clinic,Private,Private Health Insurance Scheme (PHIS) Only,6/2/2020,New Application,Approved Credential,GAGWO-0206-2020-024,6/2/2020,6/30/2026
BONO,JAMAN SOUTH HIS,KONSIA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,New Application,Approved Credential,BOJMS-0210-2020-005,6/2/2020,1/31/2026
EASTERN,BIRIM SOUTH,TEACHER ATTA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,New Application,Reject Credential,ERBRS-0210-2020-054,6/2/2020,
EASTERN,BIRIM SOUTH,APINTO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,New Application,Approved Credential,ERBRS-0210-2020-052,6/2/2020,6/30/2026
EASTERN,ASUOGYAMAN,"VRA HOSPITAL, AKOSOMBO.",Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,6/2/2020,Renewal,Approved Credential,ERAGM-0403-2020-047,6/1/2020,6/1/2024
ASHANTI,ADANSI SOUTH MHIS,OBONSU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,Renewal,Approved Credential,ARADS-0410-2020-068,5/27/2020,5/31/2022
ASHANTI,ADANSI SOUTH MHIS,ATWEREBOANA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,Renewal,Approved Credential,ARADS-0410-2020-067,5/27/2020,6/30/2023
ASHANTI,AMANSIE WEST,HIAKOSE/ABODEASE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,Renewal,In Assessment,ARAMW-0410-2020-055,5/25/2020,6/30/2024
ASHANTI,ADANSI SOUTH MHIS,AKUTRESO  HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,Renewal,Approved Credential,ARADS-0410-2020-066,5/26/2020,1/31/2024
BONO,SUNYANI MUNICIPAL,GREENHILL MEDICAL CENTRE,Clinic,Private,Both,6/2/2020,Renewal,Approved Credential,BASNY-0406-2020-003,5/8/2020,5/31/2022
ASHANTI,BOSOMTWE-ATWIMA-KWANWOMA,KROFROM HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/2/2020,New Application,Approved Credential,ARBAK-0204-2020-030,5/15/2020,1/31/2026
UP_EAST,BUILSA DMHIS,KUNKWAK  CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,UEBUI-0410-2020-003,4/29/2020,4/30/2024
CENTRAL,MFANTSIMAN,GOD'S GIFT MATERNITY HOME AND CLINIC,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,CRMFM-0405-2020-008,5/28/2020,11/30/2022
BONO,TAIN DISTRICT,BROHANI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,BATAI-0410-2020-018,6/3/2020,6/1/2024
UP_EAST,BUILSA DMHIS,GBEDEMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,UEBUI-0410-2020-005,4/29/2020,5/31/2022
WESTERN_NORTH,BIBIANI-ANHWIASO BEKWAI,KAVKAZ PHARMACY LTD,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,WRBAB-0411-2020-057,6/1/2020,5/31/2022
NORTHERN,TOLON/KUMBUNGU,MBANAAYILI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,NRTKB-0404-2020-006,5/27/2020,5/31/2022
ASHANTI,EJISU-JUABEN,ERNDOM CHEMIST LIMITED,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,AREJB-0411-2020-075,6/1/2020,8/31/2025
UP_EAST,BUILSA DMHIS,DONINGA HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/3/2020,Renewal,Approved Credential,UEBUI-0410-2020-010,5/7/2020,5/1/2022
BONO,BEREKUM,"RCH, BEREKUM MUNICIPAL HEALTH DIRECTORATE",Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/4/2020,Renewal,Approved Credential,BABKM-0404-2020-019,6/3/2020,12/31/2022
BONO,JAMAN SOUTH HIS,SAVIOUR MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/4/2020,Renewal,Approved Credential,BOJMS-0405-2020-008,6/4/2020,5/31/2022
ASHANTI,BOSOMTWE-ATWIMA-KWANWOMA,COMFAP MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/4/2020,Renewal,Approved Credential,ARBAK-0405-2020-078,6/3/2020,11/30/2022
WESTERN,TAKORADI MHIS,DANVIC CLINIC,Clinic,Private,National Health Insurance Scheme (NHIS) Only,6/4/2020,Renewal,Approved Credential,WRTSM-0406-2020-056,5/28/2020,5/31/2022
WESTERN,AMENFIMAN MHIS,"MOSEASO CHPS COMPOUND,.",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WRAMF-0410-2020-046,5/15/2020,5/31/2024
WESTERN_NORTH,SEFWI WIAWSO DMHIS,SUI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-014,5/20/2020,6/1/2023
EASTERN,YILO KROBO DMHIS,BETHEL MATERNITY HOME LTD.,Clinic,Private,National Health Insurance Scheme (NHIS) Only,6/5/2020,Upgrade,Approved Credential,ERYLK-0505-2020-060,6/3/2020,11/30/2020
BONO_EAST,ATEBUBU,AMANTEN HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,BEATB-0404-2020-003,6/5/2020,5/31/2022
WESTERN,AMENFIMAN MHIS,BOKAKORE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WRAMF-0410-2020-048,5/15/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,AKURAFU CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-001,4/3/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,"ANHWIAM CHPS COMPOUND,",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-018,5/21/2020,6/1/2024
WESTERN_NORTH,SEFWI WIAWSO DMHIS,ABODUAM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-020,5/21/2020,6/1/2023
WESTERN_NORTH,SEFWI WIAWSO DMHIS,AHWIAA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-008,4/25/2020,6/1/2024
WESTERN,AMENFIMAN MHIS,YIRASE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WRAMF-0410-2020-045,5/15/2020,5/1/2023
WESTERN_NORTH,SEFWI WIAWSO DMHIS,ABOAGYEKROM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-003,4/23/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,NYAMEAGYESO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-005,4/23/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,BOAKO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-006,4/23/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,NSUONSUA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-007,4/25/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,ABRABRA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-009,4/25/2020,6/1/2024
WESTERN,ELEMBELLE,AIDOOSUAZO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,In Assessment,WRELO-0404-2020-019,4/28/2020,2/1/2023
WESTERN_NORTH,SEFWI WIAWSO DMHIS,ASAWINSO HEALTH CENTRE (SEFWI WIAWSO),Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0404-2020-002,4/20/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,BECHIWA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-010,4/25/2020,12/1/2022
WESTERN,BODI,KANCHIABO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,New Application,Approved Credential,WNBOD-0210-2020-013,5/8/2020,11/30/2026
WESTERN_NORTH,SEFWI WIAWSO DMHIS,AHOKWA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-019,5/21/2020,11/30/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,BOSOMOISO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-004,4/23/2020,12/1/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,PABOASE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0404-2020-011,4/30/2020,5/31/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,AMAFIE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/5/2020,Renewal,Approved Credential,WNSWS-0410-2020-017,5/21/2020,12/1/2022
VOLTA,NORTH TONGU,ST ANNE'S POLYCLINIC-TAGADZI,Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,6/6/2020,Upgrade,Approved Credential,VRNTG-0503-2020-024,6/5/2020,6/30/2023
BONO,SUNYANI MUNICIPAL,JIL PHARMACY,Pharmacy,Private,Both,6/6/2020,Renewal,Approved Credential,BASNY-0411-2020-020,6/4/2020,11/30/2022
NORTHERN,SAGNARIGU MHIS,FULERA MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/8/2020,Renewal,Approved Credential,NRSAG-0405-2020-011,6/8/2020,5/31/2022
ASHANTI,BOSOMTWE-ATWIMA-KWANWOMA,TRINITY HEALTH CARE,Clinic,Private,National Health Insurance Scheme (NHIS) Only,6/8/2020,Renewal,Approved Credential,ARBAK-0403-2020-082,6/8/2020,7/31/2022
ASHANTI,OBUASI MUNICIPAL HIS,OBUASI DIAGNOSTIC CENTRE AND CLINIC,Clinic with a specialist,Private,Both,6/8/2020,Renewal,Approved Credential,AROBM-0415-2020-072,5/28/2020,10/31/2022
GT.ACCRA,GA,ANEEJA HOSPITAL,Primary Care Hospital,Private,Both,6/8/2020,Renewal,Approved Credential,GAGWO-0403-2020-028,6/4/2020,8/31/2022
BONO,JAMAN NORTH HIS,DAWIRI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/9/2020,Renewal,Approved Credential,BOJMN-0410-2020-009,6/9/2020,1/1/2023
BONO,JAMAN NORTH HIS,JAMERA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/9/2020,Upgrade,Approved Credential,BOJMN-0510-2020-010,6/9/2020,11/30/2023
BONO,JAMAN NORTH HIS,KABILE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/9/2020,Renewal,Approved Credential,BOJMN-0410-2020-003,5/15/2020,1/1/2023
BONO,JAMAN NORTH HIS,GOKA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/9/2020,Renewal,Approved Credential,BOJMN-0404-2020-004,5/15/2020,5/31/2022
BONO,JAMAN NORTH HIS,NSONSOMEA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/9/2020,Renewal,Approved Credential,BOJMN-0410-2020-006,6/3/2020,1/1/2023
ASHANTI,KWABRE,MEDUMA MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/10/2020,Renewal,Approved Credential,ARKWB-0405-2020-087,6/9/2020,11/30/2022
CENTRAL,GOMOAMAN,ENYEME CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/10/2020,New Application,Approved Credential,CRGOM-0210-2020-013,6/10/2020,5/31/2026
ASHANTI,MANHYIA SUB-METRO,SHALOM MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/11/2020,Renewal,Approved Credential,ARMSM-0405-2020-089,6/10/2020,11/30/2022
GT.ACCRA,GA,LAPAZ COMMUNITY HOSPITAL ANNEX,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,6/12/2020,Renewal,Approved Credential,GAGAD-0203-2020-032,6/10/2020,3/31/2024
NORTHERN,TAMALE METRO,MBIA MEDICAL DIAGNOSTIC LABORATORY,Diagnostic,Private,National Health Insurance Scheme (NHIS) Only,6/12/2020,Renewal,Approved Credential,NRSVN-0414-2020-012,6/12/2020,5/31/2022
BONO,BEREKUM,SENASE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/12/2020,Renewal,Approved Credential,BABKM-0410-2020-026,6/12/2020,7/1/2023
EASTERN,AFRAM PLAINS HIS,TEASE PRESBY HEALTH CENTRE,Health Center,Mission,National Health Insurance Scheme (NHIS) Only,6/12/2020,Renewal,Approved Credential,ERAFP-0404-2020-064,6/4/2020,8/31/2023
BONO,BEREKUM,NAMASUA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/12/2020,Renewal,Approved Credential,BABKM-0410-2020-025,6/12/2020,12/1/2023
GT.ACCRA,GA,JACOB DENTAL SERVICES AND CENTRE LTD,Dental clinic,Private,Private Health Insurance Scheme (PHIS) Only,6/14/2020,New Application,Approved Credential,GAGAD-0207-2020-027,6/3/2020,6/30/2026
WESTERN_NORTH,JUABOSO,BOINZAN CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/15/2020,Renewal,Approved Credential,WNJBS-0410-2020-025,6/9/2020,11/30/2024
WESTERN_NORTH,JUABOSO,J.J. NKWANTA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/15/2020,Renewal,Approved Credential,WNJBS-0410-2020-026,6/9/2020,1/1/2023
GT.ACCRA,ABLEKUMA MHIS,THE ROCK HOSPITAL,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,6/15/2020,Renewal,Approved Credential,GAABK-0403-2020-034,6/12/2020,5/31/2022
ASHANTI,OBUASI MUNICIPAL HIS,TWUMWAA MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/15/2020,Renewal,Approved Credential,AROBM-0405-2020-083,6/8/2020,11/30/2022
WESTERN_NORTH,JUABOSO,BONSU NKWANTA HEALTH CENTRE (W/R),Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/15/2020,Renewal,Approved Credential,WNJBS-0404-2020-027,6/9/2020,12/1/2022
GT.ACCRA,AYAWASO,MAAMOBI  GENERAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,6/16/2020,Renewal,Approved Credential,GAAYA-0403-2020-037,6/16/2020,5/1/2023
EASTERN,ASUOGYAMAN,KUDI KOPE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/16/2020,Renewal,Approved Credential,ERAGM-0410-2020-078,6/9/2020,5/31/2022
ASHANTI,BOSOMTWE-ATWIMA-KWANWOMA,ROYAL LEWUZE MEDICAL CENTRE,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,6/16/2020,Renewal,Approved Credential,ARBAK-0403-2020-090,6/10/2020,6/30/2022
VOLTA,HO,GBADZEME CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,VRHOM-0410-2020-029,6/17/2020,1/1/2023
VOLTA,KETA,ATORKOR CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Upgrade,Approved Credential,VRKTA-0510-2020-022,6/3/2020,12/31/2023
BONO_EAST,SENE,PREMUASE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,BESNE-0410-2020-004,6/9/2020,1/1/2023
ASHANTI,AMANSIE EAST DMHIS,KOKOFU GENERAL HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,ARAME-0403-2020-070,5/28/2020,8/31/2022
ASHANTI,SEKYERE WEST,CHRISTAA MISSION CLINIC,Clinic,Private,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,ARSKW-0506-2020-085,6/8/2020,4/30/2023
CENTRAL,UPPER DENKYIRA,TREPOSO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,New Application,Approved Credential,CRUPD-0210-2020-033,6/12/2020,6/30/2026
EASTERN,AKUAPEM NORTH,ADOS MATERNITY AND FAMILY HEALTH CLINIC,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,ERAKN-0405-2020-081,6/15/2020,7/26/2214
CENTRAL,AWUTU,MFADWEN CHPS ZONE (AWUTU EFUTU SENYA),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,CRAES-0410-2020-044,6/12/2020,3/1/2023
VOLTA,KETA,TREGUI HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,VRKTA-0410-2020-023,6/4/2020,1/1/2023
CENTRAL,UPPER DENKYIRA,SUBIN HEALTH CENTRE (CENTRAL),Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/17/2020,Renewal,Approved Credential,CRUPD-0404-2020-028,6/11/2020,6/30/2022
AHAFO,TANO SOUTH,BROSANKRO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,AHTAS-0404-2020-013,6/18/2020,6/1/2024
CENTRAL,AAK,ASEBU EKROFUL CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,New Application,Approved Credential,CRAAK-0210-2020-079,6/15/2020,6/30/2026
CENTRAL,AGONA,KWANSAKROM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,New Application,Approved Credential,CRAGN-0210-2020-014,6/10/2020,8/1/2026
CENTRAL,AGONA,SUROMANYAN CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,New Application,Reject Credential,CRAGN-0210-2020-023,6/11/2020,
CENTRAL,AAK,PUTUBIW CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRAAK-0410-2020-055,6/12/2020,6/30/2022
CENTRAL,AGONA,"NSABA HEALTH CENTRE,",Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRAGN-0404-2020-065,6/12/2020,5/31/2022
CENTRAL,AGONA,KWANYARKO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRAGN-0404-2020-064,6/12/2020,8/31/2022
CENTRAL,TLD,AYAABENG CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRTLD-0410-2020-066,6/13/2020,5/31/2023
CENTRAL,AGONA,NKRAN EKURA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,New Application,Approved Credential,CRAGN-0210-2020-022,6/11/2020,5/31/2026
CENTRAL,AGONA,JACOB CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,New Application,Reject Credential,CRAGN-0210-2020-025,6/11/2020,
CENTRAL,AAK,AMOSIMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRAAK-0410-2020-054,6/12/2020,8/31/2024
CENTRAL,AAK,KWAMANKESE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/18/2020,Renewal,Approved Credential,CRAAK-0410-2020-057,6/12/2020,1/1/2023
GT.ACCRA,OKAIKOI,COCOA CLINIC- GREATER ACCRA,Primary Care Hospital,Quasi-public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,GAOKA-0403-2020-042,6/19/2020,6/30/2022
WESTERN,SEKONDI SUB-METRO,ALLONE MEDICAL CENTER,Primary Care Hospital,Private,Both,6/19/2020,Upgrade,Reject Credential,WRSKM-0503-2020-068,6/19/2020,5/31/2022
BONO,WENCHI DISTRICT,WENCHI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,BAWEN-0404-2020-027,6/18/2020,6/30/2022
CENTRAL,AWUTU,OPEIKUMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,CRAES-0410-2020-060,6/12/2020,11/30/2022
NORTHERN,TOLON/KUMBUNGU,KPENDUA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,NRTKB-0410-2020-003,5/26/2020,11/30/2023
WESTERN_NORTH,SEFWI WIAWSO DMHIS,"DATANO CHPS,",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,WNSWS-0410-2020-016,5/21/2020,1/1/2023
WESTERN,WASSA AMENFI EAST,HOLY ANGEL'S MEDICAL CENTRE,Clinic,Private,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,WRAHE-0406-2020-063,6/12/2020,12/31/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,AKOTI-ETWEBO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,WNSWS-0410-2020-015,5/20/2020,6/1/2023
NORTHERN,TOLON/KUMBUNGU,KASULYILI CHPS COMPOUND,Health Center,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,NRTKB-0404-2020-010,6/3/2020,8/31/2022
CENTRAL,AOB,SOWUTUOM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,CRAOB-0410-2020-063,6/12/2020,6/30/2023
CENTRAL,AOB,AMANFOPONG CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,CRAOB-0410-2020-011,6/10/2020,6/1/2023
CENTRAL,AOB,JAMRA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,CRAOB-0410-2020-059,6/12/2020,8/29/2024
WESTERN_NORTH,BIBIANI-ANHWIASO BEKWAI,KINACO PHARMACY,Pharmacy,Private,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,WRBAB-0411-2020-066,6/18/2020,8/31/2022
NORTHERN,TOLON/KUMBUNGU,YOGGU CHPS ZONE - TOLON,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,6/19/2020,Renewal,Approved Credential,NRTKB-0410-2020-002,5/22/2020,6/30/2022
